name,review,rating
Parking Pal Car Magnet - Parking Lot Safety for Children (Flower Pal),"I have a 3 year old and 4 year old and I've always been concerned about them listening in the parking lot.  I've been lucky that they usually listen very well and we hadn't had any problems...until last week when it was windy and something blew out of the car into the parking lot and my 3 yo ran after it to get it for me!  Luckily there were no cars at the moment but it definitely put me in panic mode!  After calming down I thought I needed a new way to keep them together so we didn't have any repeats of the other day!I got my parking pal a few days ago and tried it out for the first time today!  My kids loved it!  Instead of fighting over who got in the car first they were fighting over who got to ""play the game""!  They literally wanted to stop at more stores so that they would each get turns doing it!  They loved telling me the animals and colors on the parking pal and keeping their hand right on the hand spot while I put the other one in the car!  My youngest even said, ""Mommy, it's so cool"" :)I would highly recommend this product to other moms with toddlers and will be ordering another one so that I can have one on each side of the car instead of having to remember whose turn it is!",5
Kidco Universal Outlet Cover,"The product does not lie flush with the wall, meaning that your plugs (unless they happen to have really, really long prongs - which none of mine did) will not be able to reach deeply enough to get power.  Get the Mommy's Helper Safe Plate instead.  That one actually works.",1
Eddie Bauer Harness Buddy,"This very funny monkey, sent very fast, and is a joy for my grandson and me - for him as a pet, for me guiding him safe in the city. He, as a vivid toddler is running very quickly, and I as a more slow walker can hold him  secure, when he wants to reach the interesting cars on streets and roads, without knowing about any danger.  May be some people think, that I am &#34;gaga&#34; holding him in such a way,  older people show sympathy and understanding...At home the little boy often caresses this smiling soft animal with likeness.Thank you so much !",5
Sliding Door Locks,"These have worked well to keep our twin toddlers from opening the sliding closet doors.  Our childcare provider, on the other hand, has broken two of them because she forces the doors without thinking about pushing the wings in.  Fortunately, they still work with only one wing!  For those who have bad reviews, I wonder if the wings were on backward.  Notice the direction of the straight vs angled sides.  Also, I'd suggest using a better adhesive for longevity.  We'd buy again; in fact, we have already.",4
"Status Series 300 Combo Storage Unit, Mahogany",Furniture arrived with no problems. Very little to assemble. Doors didn't quite fit perfectly but everything else works great! Just the right height to put a changing station on top - plenty of room. Matches crib perfectly.,5
"Tadpoles Multi-Layer Tulle Curtain Panel, White",They are see through so keep that in mind. We liked them a lot though. My daughter really thought they were cool,5
Baby Care Play Mat - Pingko Friends (Large),"This playmat is awesome! Super cute, easy to clean and provides the best protection for your little ones!! Adding this to your baby's room will automatically brighten it up and the room will look so cute! This type of playmat is very popular with Koreans and since I am Korean, I knew I would eventually buy one of these when I got pregnant. I was honestly skeptical about the Pingko mat because it is so much cheaper compared to the other brands I have seen at the store. A normal mat like this would cost around $160. So naturally, I went out to the Korean store and bought one for $160 because I assumed this mat was inferior due to the price. Stupid assumption! Couple of months later, I decided I wanted another mat for the living room but didn't want to shell out the $160 so I ordered this. I knew this mat was slightly smaller but that was fine since it was an extra mat. I have to say, the colors and pictures on this are so vibrant and much cuter than the first one I bought! Wish I had tried this first! The size difference is hardly noticeable. I honestly couldn't tell that this was smaller just by looking at it. Please don't hesitate and try it!P.S. - My mat did have a smell when it arrived and it drove me crazy. A week later, the smell was still there and I was debating if I should return it. I took it outside, washed it with laundry detergent and water, dried it in the sun and the smell disappeared completely. I was shocked. I thought the smell would come back after a day or two but it didn't. It got rid of it 100%. Since the smell is gone, I am completely satisfied with this product.",5
"Jahgoo Bath Support Baby Bath Seat, Lime",I ordered this for my friend for her baby. It came and I almost laughed at the size of the box. This this is so small that yes it works for a new born but if your baby is over 7 lbs it wont work for long! It looks very neat but is not practcle for long.,2
"Graco Sweet Slumber Sound Machine, White","We had originally used a different brand infant sound machine with our daughter, and searched for something better because it had several issues, including all but one awful &#34;white noise&#34; sounds, volume control, no power outage backup, and no way to tell if the timer button had been pushed, either accidentally by us or on purpose by our daughter (meaning several nights of us having to sneak in and turn it back on after it had shut off). This sound machine completely solved all of those issues--awesome, true white noise sounds that seem soothing, quality controls, and battery backup. The blue light it emits isn't too bright for our daughter's room, although we choose to not use the night-light function for now. A couple of the white noises are more nature oriented, one with a whale sound and the other with crickets. Although an adult may find this soothing, we don't think they would be to our toddler, so we don't ever use those. The music option is nice, offering classical music we can listen to while winding down for bedtime after bath. The auxiliary jack is great, too, but we rarely use it because that would mean making sure the iPod is charged...not a priority for us at the time, but a nice option, nonetheless.",5
Ubooly iPhone and iPod Interactive Pet,"We all know how kids love cute little things that are cuddly and that they can pretend are their very own ""pets"". We also know how much kids love technology and are constantly begging to use our iPhones or iPads. So I was very excited when I heard about this adorable new fuzzy guy... Ubooly!Ubooly came with instructions on how to download the Ubooly app to your iPhone or iTouch device and a code to enter to activate your new little ""buddy"". After that you just insert your device into the plush character and zip it up. One of my favorite things about Ubooly is that when I turn my (very expensive) device over to my kids to play with- it is all zipped up in a very plush and cushy protective covering. So that makes me feel a bit better when my kids leave the room giggling with Ubooly in hand.When you first start playing with Ubooly- your little guy starts asking questions, ""Would you like to hear a joke?"" or ""Would you like to listen to music?"" and your kids are answering and treating Ubooly as if he is a real live creature! But my favorite thing I've seen so far is when Ubooly had a case of the hiccups! My kids were hysterical- AND concerned! They kept telling Ubooly to hold his breath!I am really impressed with the technology.... that the app is programmed for Ubooly to listen to a series of responses and react accordingly. It makes him seem so real- even I wanted to hang around and see what he would say next! I was especially pleased when Ubooly started telling my kids some facts about the moon- how far away it is, etc.... (Yes, Ubooly is educational!) And the other cool thing is that the app updates monthly with new activities (using your devices Wifi connection)- so he evolves and grows along with your kids!",5
"Sunshine Kids Radian Travel Bag, Black","we had purchased the old style sunshine kids travel bag for our radian 65 and found it way over sized & cumbersome. THIS bag, on the other hand, fits our carseat like a skin, has a cinch strap, and backpack straps that are very comfortable. also has a handy strap on top. the hardware is metal & appears to be fairly strong. i wish we had bought this one first and not wasted our money on the old version. this version is much improved and worked very well for us when we checked the carseat.",5
"Baby Buddy Secure-A-Toy, Navy/Red","You can use them on almost all toys, I just recommend that you wash them before you use them as babies tend to put them in their mouths.",5
"Recaro Vivo High Back Booster Car Seat, Midnight Desert Micofiber","Great seat.  The generous head supports are just what we needed.  in this seat he remains upright while sleeping, looking very secure and peaceful.  He keeled over while sleeping in other seats we have tried (the cheap evenflo amp was one we had prior).I am happy with the fit in our compact car - i have a bmw 328 sportwagon it is very compact in the back seat area and the way the seats are molded I wasnt sure what booster would fit best (meaning would i forever be scraping my hands to wrestle to get out stuck underneath and would the carseat be tippy because of the molding etc)",5
Levana Safe N'See Digital Video Baby Monitor with Talk-to-Baby Intercom and Lullaby Control (LV-TW501),"I looked around at a lot of monitors and liked this one the most. It has good signal range, the color on the screen is great, and the best part is that I can talk to my son. Most of the other monitors are similiar to this one except for the ""talking back"" feature.The one drawback is the camera seems cheaply made and sometimes doesn't send a signal to the base monitor.",3
Levana Safe N'See Digital Video Baby Monitor with Talk-to-Baby Intercom and Lullaby Control (LV-TW501),This is a really cool product with lots of features.  It even measures the ambient temperature.  This product will bring you peace of mind when you cannot be right there next to your baby.  It is the next best thing.  Seems to work just as advertised.,4
"Toddler Shield Table Pad, Small 75&quot; - 140&quot; Colors: Creme",This is exactly as pictured and exactly what I was looking for to protect my granddaughter when she comes to visit. She now can pull up on my glass topped coffee table without hurting herself or my table. Timely shipping along with an excellent product.,5
Milkscreen: Home Test to Detect Alcohol in Breast Milk 8 Test Strips,"Awesome product...  now I can drink wine with dinner, and then test my breastmilk before baby drinks it.  If it comes up colored on the tab, we just use previously frozen milk.",5
"GroVia Hybrid Snap Shell Diaper, Cloud, One Size","Great quality, and works well.",5
"Sugarbooger Children's Closet Dividers, Pink Dot","I love these! The orange dots are too adorable. It fits over the closet pole well and slides very easily. I love the fact that they come with multiple sticker labeling options such as 3-6 months or day of the week, etc. With an infant, they are a big help in keeping his clothes organized and separated by size. I will be using these for years to come.",5
CoCaLo Jacana Musical Mobile,"This product was exactly what they sell in the store, it arrived just on time for the baby shower. And I was happy, a little expensive",5
"Playtex 3 Pack BPA Free VentAire Wide Bottles, 9 Ounce (Colors may vary)","This bottle is a waste of money, we bought them and the nipples did not have holes in them. Then when they were finally fixed, the formula never came out. a huge waste of money.",1
Mamas &amp; Papas 2013 Pixi Highchair - Raspberry,"This is my 3rd child, hence my 3rd high chair...I only wish I would've had this chair with my other kiddos. It cleans up So so easy....no crevices to get crumbs out of...no padding to take apart, and so far( 4months of use) no discoloration on padding or tray...the legs stick out a little and when I feed I can't scoot my chair right up to her but I manage just fine. Another thing I noticed is that the bottom is very scuffed already...since the base is white it picks up easily...Love that it is small and folds up very easily! I would by again and again if I have more children",5
"American Baby Company 3-Pack 100% Cotton Terry Washcloth Set, Blue",These are very soft on baby.  They are also extra big for baby.  Normal baby cloths are too small.  These are perfect.,5
,"I gave this a rating of 5 because it's great in that it is sturdy, great size and height, and is easy to maneuver in and out of, that said, it's very cumbersome, awkward and frustrating to put together.  The attaching parts could be made for ease of joining instead of being so manual and complicated.",5
Lamaze Play &amp; Grow Jacques the Peacock Take Along Toy,This is my 6 month old's new favorite toy.  He likes the crinkly noise and the many colors.,5
Britax Boulevard Convertible Car Seat in Regal,Me and my son both LOVE this seat. It is so comfortable that every time he gets in it he's asleep within 5 minutes! It's like a miracle seat for us! With his last seat he would whine and fuss the whole time in the car and could never get comfortable; with this seat it's the complete opposite.,4
Carter's Jungle Jill 4 Piece Crib Bedding Set,"For my granddaughters bed, it looks so cute, it matches all the colors and animals we needed. I wish it was just a little bigger because we are using it on a toddlers bed.. I guess it is better for a crib, even though a toddlers bed is the same size. we needed it more for a bedspread, but it works.",5
"Nuby Bug A Loop Teether Bead, Colors May Vary","My 3 month old will use this teether, while most others are just a bit bigger, and too big for his hands to hold onto easily (and he's a big boy).  This one has different shapes, colors, textures and sizes on it that he enjoys.  It also has little bugs with wings that stick out for him to nibble on.  I like that it is free of harmful chemicals and safe for baby.",5
Sunshine Kids Stuff 'n Scuff Seat Protector - Black,I have two grandchildren (7 & 3) and have had this brand since the oldest was two. Through natural wear I had to replace them about six months ago. Replaced with another brand that just did not do the job. Searched and found the original I had used and working like a charm!,5
Playtex Diaper Genie - First Refill Included,"ALL Diaper contraptions smell.  Don't buy into the hype that this one prevents the diapers from smelling less.  When I empty the thing - most of the wrapped packages come undone, which can be irritating.  It took me a month to figure out how to change the darn bag also.  After 5 months I am still not doing it right each time.  (And I do computer coding...How is it this diaper pail has me searching for the badly written directions all the time?!)  My son's messy diapers are VERY messy and since you have to push the diaper or wipes WAY down in there - I'm usually getting muck on my hand.  I can see why some like this Genie and others don't but I'm headed back to the store.  ONE PLUS:  you can find the replacement bags all over the place because it's so popular.",3
Cradle Mattresses - Size 15x33,I bought this item to replace the original mattress that came with my cradle.  I received the cradle as a gift over 25 years ago and I'm now passing it on to my daughter.  This mattress fits exactly like the original.,5
"MAM Love and Affection 2 Pack Pacifier Clips, Colors May Vary","This works and is a must if you don't want to keep picking your child's pacifier up from the floor when shopping, etc.  Small and easy to keep in the diaper bag or pocket to use when needed.  Easy to use.",5
"Halo Sleepsack Micro-Fleece Wearable Blanket, Medium Pink Argyle","Thevquality of the sleep sack is great. I love the argyle and the butterfly is very cute.  My little girl sleeps in these every night. The fleece one gets a little warm, so we use the regular clothe one more often.  A great baby shower gift would be a newborn, small & medium. Sleep sacks, year one!I recommend more than one, of course, so one can be used and another in the wash.",5
"KidsEmbrace Combination Toddler/Booster Car Seat, SpongeBob Square Pants",Spongebob car seat was ready to be put in car all i had to do was put 1 piece together which was the head rest my son likes it and it has 2 cup holders this item is highly recommended,5
"Elegant Baby 8 Piece Bath Squirties Gift Set in Vinyl Zip Bag, Sea","We bought these for our grandson and he loves them.  He is now 9 mos. old and he plays with these each bathtime and with all the different shapes,etc. he never seems to get bored with them.  The zip bag is also nice so as not to have to place damp toys into his toy bins.  Certainly recommend.",5
"Carter's Laguna Rug, Teal/Tan, 30 X 40&quot;","We got the Carter's Laguna crib set and this completes the look wonderfully. I love how soft it is, and my cat does too! :)",5
"Summer Infant 2 Pack Waterproof Mattress Pad Protectors, White, 18&quot; x 27&quot;","I bought these to put under the sheet in my daughter's pack and play, and they work great. One pad doesn't fill up the whole platform, but it's large enough that she'd have to roll over, hug a side wall and overflow her diaper for it to miss. They also fit in the co-sleeper when we were still using that.",5
"Dream On Me Baby Bather Bath Tub Stand, Gray",no reason to seat on the floorall over Europe babies bath tub is on stand. no reason to band if you can stand,5
Infant Optics DXR-5 2.4 GHz Digital Video Baby Monitor with Night Vision,"If you buy it, make sure you take it out of the box immediately and use it for a few days (pre-baby) to make sure it works.  The company will only take it back for 30 days (and time flies once the baby arrives).I bought this a week before the baby was born, when I opened it 2 weeks later I realized all the problems that it had.  I used it for 5 days when the display started flipping and freezing.The frozen picture is really a problem because you think you are watching baby nap, but you only see the frozen picture.  Its scary to think you are watching baby sleep safely, only to find that baby has wiggled to a new place in the crib.  This has potential to be quite dangerous!I called the customer service/ tech support number and was hung up on repeatedly.  I left 3 messages over 3 weeks time and never got a return call.  I finally emailed and they said it was too late to return it for a full refund.  I got a partial refund (minus the cost for me to ship the unit back) and bought a different monitor.The audio is the only thing that worked consistently, $100 is a lot to spend for an audio only monitor.",1
"Graco SnugRide Click Connect 35 Car Seat, Tangerine","Love this car seat, the colors on line do not do it justice...... Its amazing and perfectly matches the baby stroller....  Sucks I had to order as separate pieces due to the size limit for overseas.  But none the less love it and im sure my wife will be extremely surprised when we due the Baby Shower.....",5
"Trend Lab CribWrap Fleece Rail Cover for Long Rail, White, Narrow",This rail cover was SUPER easy to put on and fits like a glove!  My son started chewing on his crib and I worried about him ingesting paint so I decided to look for a product that would protect both him and the crib.  This is a great product.  It blends in nicely with our white crib and it's nice and soft.,5
Philips Avent Express Microwave Sterilizer,"I don't have a dishwasher, so this saves me the hassle of having to boil water and sterilizing.  It says that everything inside will remain sterilized as long as you keep the lid on.  But then how will it all get dried?  That's the only down side.  You're suppose to take out the water after 2 minutes, but you have to leave the lid off or else the water won't evaporate.  When you boil water to sterilize, the water inside the bottles evaporate much more quickly.  This uses steam, so condensation is still left inside the bottles.  Just so you know.  Don't get me wrong, I like it a lot and it saves me time, I use it to sterilize my bottles and pump parts every night.  Just wished it allowed the water to evaporate more quickly.",4
"NUK Disney Winnie the Pooh 5 Ounces Learner Cup Silicone Spout, 6+ Months (Pack of 4)",these cups are great for toddlers learning to drink.  The double handle makes it easy to handle for them and less spills.  Love the pooh design on the outside.,5
"Ikko Bassinet Pad- Small, White",This pad fit perfect for my massenet and I love how thick it is. Can't wait to be able to use it in the coming months =) only bad thing was it was a few days late in being delivered.,5
"Ameda 2 Pack Breast Pump Valves,",I was hesitant to buy these because I don't have an Ameda or Medela pump. I have the purple double electric lansinoh breast pump. These fit great and worked great when I used them on my lansinoh pump. I'm so glad these are available to buy because sometimes they wrip. Thank you Ameda!,5
NTM-910YIC - Sony Baby Call Nursery Monitor,"I'm clumsy.  Maybe it's because we have twins and i didn't sleep much for three years.  Anyway, i've dropped this monitor probably a dozen times, and it STILL works flawlessly.  As other reviewers have noted, it is free of static (unlike the earlier monitors we tried), you can put it on voice-activated to filter out background music/noise, and it is extremely sensitive to our children's quietest sounds (turning over in bed, light snoring, yawns).  Even after four years of continuous use, and many drops on the floor, it still works very well, although the rechargeable battery is nearing the end of its lifespan.  To solve the two-monitor dilemna, we eventually bought a second set so we could have one for each child, and we use a different setting for each.  One other plus from its excellent sound quality -- now that our babies are older, we get to enjoy the cheerful sounds of their voices making up morning songs as they wake up.",5
"Lillian Rose Diaper Bag, Building The Foundation Daddy, 17.5&quot; x 6&quot; x 12.5&quot;","I ordered this to give to my son-in-law and couldn't be more pleased! It's one of the best purchases I've made in a long while.  Very well made, strong and durable, I believe this to be an excellent gift for a new dad!!!  The picture just doesn't come close to showing how nice it is.",5
"aden + anais Classic Muslin Sleeping bag, Butterflies, Large",I wanted to get a sleep sack for my granddaughter that was light weight so she would just have enough material to snuggle with but not feel hot in. This product was exactly what I needed!,5
Lamaze Celeste Play &amp; Grow,Great gift for new mothers and baby girls.  My daugter loved her smily sunny face and we put it in her crib and stroller.  She has outgrown the toy but it has been passed on to our niece who loves it.  Toy has lasted more than 5 years so far and is easy to clean.,5
Sealy Tender Vibes Soothing Mattress,This mattress fit perfectly into our crib.  Batteries are easy to get to but screwed in so that small hands cannot get to them. Vibration feature is strong enough to be felt through bedding without shaking the baby too much.,5
Snappi Cloth Diaper Fasteners - Pack of 3 (Mint color mix),"This is one of the greatest inventions ever!! Makes cloth diapering so easy. Has a little clip at each end similar to an ace bandage (But not pointy, although they still recommend putting a diaper cover over when using these) You just clip it to one end, the other and then down the middle and the diaper stays in place. They are great and so easy. I wouldn't do without them!!",5
Safety 1st Hospital's Choice 8 Second Digital Thermometer,"this thermometer beeps when it is done taking the temperature and works fine under the arm or orally. but, for some reason, when done rectally, it has never beeped to let me know the temp taking is complete - it just shuts itself off after 10-15 seconds. very frustrating as i'm trying to get newborn's temp to know if i need to take her in or not and i'm never assured that i'm getting an accurate reading. for oral or underarm it is fine.",2
Elegant Baby Cotton Cable Knit Teddy Bear - Pink,I would have to agree with another customer that this teddy is not as cute when you see it in person and the size seems smaller.  I do however like the fact that the eyes and nose are sewn in which prevents any choking hazards.  I bought the all white teddy and it goes well with my modern nursery!,3
Mam Bottles BPA Free w/Silk Nipple - 11 oz (Single Pack) (Blue),We absolute love this bottles from the beginning for our son. I liked the way they designed it. I never had leaking issues and cleaning was so easy. He loved it so much. I wished they made sippy cup too.,5
Sassy Soft Grip Comb &amp; Brush,"I have used both the brush and the comb on our newborn.  The bristles on the brush are so soft, he likes the massage, and it helps rid his head of the cradle cap.  The comb is also soft, I certainly wouldnt violently run it through my newborns scalp, but with a gentle stroke it works just fine!",5
Summer Infant Day and Night Handheld Color Video Monitor with 1.8&quot; Screen - Silver,This product worked well for the first few months. After a while the screen on the monitor began to flicker on and off. It became more and more frequent untill it quit working altogether. We took it back to the store where we got it and the representative said he has seen many come back due to problems.,2
Lamaze Garden Bug Wrist Rattle / Foot Finder Set of 4 (2 Wrist 2 Footies),He was a tiny baby and didn't really get much use out of this.  I know of other babies that have this set and loved them. I think it depends on how active the baby is.,3
"Fisher-Price Infant-To-Toddler Rocker, Blue/Green","Im not sure how the previous commenter's son ended up upside down. My mother bought this rocker for my son when he was born, and in the past five months he has just loved it. I put it in the kitchen so he can watch me cooking from a safe distance, and have something to entertain him.THeres really no way for the rocker to flip, as it has plastic knobs on the bottom front and back that prevent it from rocking all the way back or forward. Also, theres a metal frame in the front that can flip out and it forces the chair to stay still, if you dont want the rocking. my son, who is 20 lbs can easily rock it on his own by just kicking his feet, which he loves. Sometimes I use the stationary position when Im trying to feed him.It wasnt until just a few weeks ago that he actually began to reach out and pull the middle string to cause the ""if youre happy and you know it"" song to play. I personally thik that the song plays very loud and shrill, but i guess babies like high pitched music. Also, it takes a pretty hard pull to activate the song, which is why he was not able to do it before 4 1/2 months. It would have been nice if the two outside animals would make a noise too when pulled.I especially like that the hanging toys arc can easily be removed and the chair can transition long into toddlerhood as a big boy rocker even after he starts to walk and can get in and out himself.THe bright colors are very vibrant and mine has not faded at all. THe material is soft and sturdy. Also, the metal frame seems to be very strong and durable.All in all, i think its a great chair for newborns to toddlers and look forward to getting much more use out of it.",5
"Rhoost Edge Table Corner Protector, 4 Pack, Black","These corner covers are great, they fit nice and there's not glue or tape to mess up my stained hope chest.",5
"ABC Fun Pads Shopping Cart Cover, Elmo",Dose it's job well. Covers the entire seat area for the average shopping cart. Haven't tired it on the Sam's or Costco's carts.,5
Safety 1st Bath Toy Bag,This little toy bag is amazing!  It holds a TON and I mean a TON of toys and never falls off the wall.,5
"Aqueduck Faucet Extender, Pink",My kids love washing their hands. Playing with soap and water is an ongoing activity in my house. The problem is that my 2 year old has a hard time reaching the water even on her tip toes and on a step stool. This is the best product ever. I think it is a great idea and solves the problem most parents experience with handwashing. I bought one to try it out but will definitely buy one for all of my bathroom sinks.,5
"Evenflo Cozy Sleeves - 4 oz - 1 pk, Girl Color",I was very pleased to see the item arrive in just a few days.  I was worried if the item would fit the bottles and if my daughter would be able to put it on the bottles easily.  It fit the bottle perfectly and she did get it on the bottle without a struggle.  She was also amazed how she had a better grip on the glass bottle.,5
Charlie Banana 10 Reusable Organic Cotton Wipes,"These wipes were so thin and flimsy I felt like I was wiping my baby's bottom with tissues. It took me four or five wipes to clean up a mess that other wipes could tackle in one or two. They were soft, sure, but they had no grippy texture and were really just ineffective at cleaning up poo. Donated to Goodwill after trying just a few times. Learn from my mistake! (The wipes I finally ended up liking were the GroVia ones. They were a bit rougher to start with but have really softened up over time.)",1
"Baby Trend Nursery Center Playard, Safari Kingdom",We use this daily while our newborn sleeps in our room at night. I find it very durable though the mobile isn't very secure and will fall off most times if it's bumped by a hand or arm when picking your infant up. I also find the diaper holder easier for use inside the pack n play outside diapers seem to fall out on the floor but for a basic pack n pay I love it and the bassinet is great,4
Wimmer-Ferguson Infant Stim-Mobile,"This mobile keeps my 1 month old interested, but the quality of the product is undesirable. The top card does not form a nice 90 degree with the bottom once it is inserted.  We only wish the cards can be a little easier to change.",3
"Playtex DisneyInsulator Spout Cup, Finding Nemo, 9 Ounce, 2-Count","Not only is the price good, but these sippy cups are durable. The spout is hard plastic so you don't have to worry about your toddler biting through them. They use the same stoppers as the soft plastic playtex handled sippy cups so once your toddler bites through those ones, you can still use the stoppers for this cup. Drinks do stay colder for longer and my daughter loves the &#34;fish&#34; cup!",5
Jeep Car Seat Travel Bag,"I put the infant car seat in the bag to test it out and the zipper broke that minute. I would caution anyone wanting to buy this. There are drawstring options available, try that.",1
"UPPAbaby 2013 G-lite Stroller, Denny Red","Here are a few interesting tidbits I didn't come across in the product reviews before my purchase:- The wheels are made of soft rubber (not hard plastic) which helps smooth the ride in addition to the springy suspension.- There is a huge white tag on the back, similar to the ones you find on a mattress that says if you cut it off you will go to prison (ok, anyone except the consumer).  This gigantuan tag just describes the polyester material and it was fun to cut it off with scissors.- Keep the baby's hands away while folding.  The first time I tried to fold it, I pinched my pinkie finger in the Velociraptor of the frame - OUCH!!- Made in China (I don't like this, hopefully it is more durable than most Chinese manufactured products).I'm glad I got this one instead of the G-Luxe version.  The wheels are large enough for urban use, and the recline is not worth the extra weight for me.  For real off-roading I have a Baby Jogger stroller, and it is nice to have two wildly different size strollers at the opposite ends of the spectrum.",4
"Munchkin Nursery Projector and Sound System, White","Has a basic nightlight, projection light with three pattern disks, and multiple sounds.  Nature, lullabies, classical music and heartbeat are various noises to get your baby or child to sleep.  Has a timer to cut off, and is voice activated by unhappy baby if he or she were to wake up.  Love that it cuts right back on.  Great product.",5
Disney Winnie the Pooh Lovie Blanket,My one year old grand daughter loves to cuddle down with this Pooh Bear. It's small and just right in the car seat or the crib.,4
"Kissaluvs Marvels One Size Fitted Diaper, Mocca Swirl","I won two of these in a FB drawing and love them.  I already had the contours, one size, and wet bags from Kissaluvs.  I think they are a great company with excellent customer service.  I had an issue with one of my marvel one size dipes and they worked quickly to correct it.  These fitteds are my favorite, I only wish they had this print in an all in one diaper!! Its too cute to keep covered!  Super absorbant.  I love that the company makes its products in the US and that its family owned.  Great company with exceptional products.  I just bought the wipes solution and can't wait to use it.",5
The First Years Stack N Count Cups,Bought them for my son when he was about six months old.  He loves them.  Easy for him to grasp and stack.,5
Mokingtop New Fashion Mini Cube Style Digital Red LED Wooden Wood Desk Alarm Brown Clock Voice Control,I bought this clock because I was looking for a battery run clock that looked nice.  We are going through a set of batteries a week.  Looks nice but not at all practical.,1
"Organza Embroidered Gauze Dress Stitching (S, blue)",Beautiful dress,4
Avon Kids Car Desk Light &amp; Write Portable Work Play Space Children Arts &amp; Crafts Free Sitckers,"Okay, big road trip coming up this summer with two four year olds, been looking for something like the Alex car Valet and found this new on eBay for only $7.99 plus 4.99 shipping, so way better than the $32 being quoted here, and please note that this originally sold for $14.99 directly from Avon exclusively.  Anyway, I was intrigued by this car desk because it came with a light for reading when it is dark (tired of letting the kids have the dome light on) and it has a dry erase board which seemed like it would provide a stiff enough surface for writing/drawing on, I had read some reviews of the Alex Car Valet that complained about the writing surface not being strong enough to support writing/drawing.  I will admit that the fact that the Alex Car Valet was crash tested is appealing, but I will say, that while this is a dry erase board, it is still a little flexible, how flexible in a crash I don't know, Avon never tested these.  This car desk has all the little pouches and pockets and space needed, comes with a dry erase eraser, and I will be swapping out the dry erase marker it came with for a fully washable one I found at Walmart (they also have washable dry erase crayons).  I also feel that when open it is sturdily held at a 90 degree angle, something else that I had read as a complaint about the Alex Car Valet.  Now, I took one of my daughters out to the truck right away to try it on for size as there were a lot of complaints about the Alex Car Valet not reaching kids' laps.  With as close as things are in our truck (Tacoma) I did not think this was going to be a problem and it wasn't.  However, it had to be strung up quite high and the strap did not get short enough to keep it high enough, that is something I think I can take care of by stitching the strap myself to the length we need.  One complaint I do have is that it only comes with one strap, there is nothing to keep the unit strapped down at the bottom, it just hangs from the top.  At least this is around the bars of the head rest and the straps don't touch the person in the seat, I had read that the straps on the Alex Car Valet can be uncomfortable for the person in the seat they are strapped to.  A second complaint is the lack of instructions, it had a small advisory about the dry erase marker and a thing about the light and its batteries and all, but nothing about how to hang on the seatback, I mean what if I am doing it wrong and that's why the strap is too long?  The straps sure look different in the picture than when I try to hang it.  Now, would I buy this again?  Yes, as long as I was buying it for the same as or cheaper than the Alex Car Valet (which I found as cheap as $13 before shipping).  That said, since I have twins and need another one of these, if I do not find another Avon Light and Write Car Organizer in time for our big road trip at a decent price, then I will buy an Alex Car Valet and hope the twins don't fight over who gets the more colorful car desk :)Addendum, the larger of our twins is a pound away from being able to use a butt booster, we purchased one for her though are not using it yet, and I tried this car desk with her in the booster and it does not reach her because the booster has her sitting back farther than the 5 pt. harness car seat.  Also, Avon has released new travel desks, they are licensed characters form Nickelodeon and Disney, and the are the same except that they only have one large mesh pocket and do not come with the light, the sell for $13 right now directly from Avon.",4
"Snuza Baby Monitor, Hero","My wife and I are Having A baby soon, and purchased this item just for peace of mind. You cant put a price on a newborns life. A must have for anyone having a newborn.",5
"MiGi Crib Sheet, Sweet Sunshine",Love this sheet. So soft and pretty.,5
"Aqueduck Faucet Extender, Pink",This product extends the water so our little one can reach it. Does not fit over a curved faucet handle.,5
NoJo 2 Pack Dot Changing Table Cover - Ivory withSnow Dots,"Material is very thin. Dots are not pluse or raised, they are printed on fabric. Easy to remove and wash.",3
"Kalencom On the Go Potty, Blue","We don't go anywhere without it.It was worth every penny. Now, if only my toddler used it ALL the time...",5
Dr. Brown's Formula Mixing Pitcher,This is a great product if you make large amounts of formula It saved my arm from having to shake lots of bottles each day and makes a whole day's worth of bottles in one go. I have loved this for both of my daughters.,5
"Fuzzibunz One Size Diaper White, 7-35 Pounds","I purchased the Fuzzibunz one size elite along with several other pocket diapers to try on my daughter.  Compared to other pocket diapers, the Fuzzinbunz diaper is much trimmer, which I like a lot.  I also like that I have not had any leaks with this diaper. However, the pocket is very narrow and the PUL is quite sticky, making it more difficult to stuff than any of my other diapers.  I also do not like love the way the diaper adjusts (elastic); it has been difficult to get a good fit.  Overall, this is a good diaper, but at this price point, I prefer other diapers.",3
"Cloud b Twilight Constellation Night Light, Turtle","We have both the Mocha Turtle, and Ladybug Cloud B night lights, one for each of my daughters - one is 9 years and one is  9 months and they both use them every night!The thing I love most about them (other than how cute they are!) is how long the lights stay on. Both girls are asleep by the time they switch off. They are not too bright but the room is filled with a nice glow from all the stars all over the ceiling/wall.The Turtle glows blue, yellow and green and has an option to cycle through the colours automatically. The Ladybug does NOT have this option and I didn't realise it at the time, and was a little disappointed to find out, though it's more my fault for not reading carefully. Ladybug can glow red, blue or green.The only reason for 4 stars instead of 5 is because the batteries (3 x AAA) don't last as long as I'd like before the lights start getting dim. The turtle will stay yellow and just flash instead of cycling when the batteries start getting low. The ladybug seems to run the batteries down slightly faster than the turtle, not sure why.Overall though, I do love them and would recommend these beautiful nightlights. I actually want to get another one for myself :)",4
